C:\Users\longl\AppData\Local\Programs\Python\Python39\python.exe D:\pycharm_projecs\COG403-FlappyBird-AI\dsn_tryout.py
pygame 2.0.3 (SDL 2.0.16, Python 3.9.13)
Hello from the pygame community. https://www.pygame.org/contribute.html
D:\pycharm_projecs\COG403-FlappyBird-AI\dsn_tryout.py:55: UserWarning: nn.init.uniform is now deprecated in favor of nn.init.uniform_.
  torch.nn.init.uniform(m.weight, -0.01, 0.01)
D:\pycharm_projecs\COG403-FlappyBird-AI\dsn_tryout.py:58: UserWarning: nn.init.uniform is now deprecated in favor of nn.init.uniform_.
  torch.nn.init.uniform(m.weight, -0.01, 0.01)
iteration: 30 elapsed time: 2.5369489192962646 epsilon: 0.1 action: 1 reward: 0.1 Q max: 0.011364656 score: [0, 0] location: pm7
iteration: 300 elapsed time: 11.583045482635498 epsilon: 0.1 action: 0 reward: 0.1 Q max: 0.008778063 score: [1, 148] location: pm7
iteration: 3000 elapsed time: 102.31160807609558 epsilon: 0.09985019987509994 action: 0 reward: 0.1 Q max: 0.010729875 score: [2, 421] location: pm7 mem_q_val: 0.3230205401778221 y_batch: 3.5134764835238457
iteration: 3000 elapsed time: 102.31958651542664 epsilon: 0.09985019987509994 action: 0 reward: 0.1 Q max: 0.010729875 score: [2, 421] location: pm7 mem_q_val: 0.3230205401778221 y_batch: 3.5134764835238457
iteration: 6000 elapsed time: 219.26144909858704 epsilon: 0.0997003498001749 action: 0 reward: 0.1 Q max: 0.56748176 score: [5, 5658] location: pm7 mem_q_val: 43.26594650745392 y_batch: 44.69811648130417
iteration: 9000 elapsed time: 332.33390736579895 epsilon: 0.09955049972524987 action: 1 reward: 0.1 Q max: 2.1546056 score: [5, 5658] location: pm7 mem_q_val: 54.921007588505745 y_batch: 53.59841287136078
iteration: 10000 elapsed time: 368.9599676132202 epsilon: 0.09950054970027486 action: 1 reward: 0.1 Q max: 3.2150986 score: [5, 5658] location: pm7
iteration: 12000 elapsed time: 442.04943776130676 epsilon: 0.09940064965032483 action: 1 reward: 0.1 Q max: 2.2895758 score: [5, 5658] location: pm7 mem_q_val: 61.66298006288707 y_batch: 57.00871741771698
iteration: 15000 elapsed time: 554.091638803482 epsilon: 0.0992507995753998 action: 1 reward: -1.0 Q max: 0.6155478 score: [5, 5658] location: pm7 mem_q_val: 46.11924089677632 y_batch: 38.59697752445936
iteration: 18000 elapsed time: 667.0778844356537 epsilon: 0.09910094950047475 action: 0 reward: 0.1 Q max: 1.1828508 score: [9, 15524] location: pm7 mem_q_val: 36.33518344908953 y_batch: 35.25518921762705
iteration: 21000 elapsed time: 788.2186653614044 epsilon: 0.09895109942554972 action: 0 reward: -1.0 Q max: 1.1935145 score: [9, 15524] location: pm7 mem_q_val: 66.79076969623566 y_batch: 68.01894932985306
iteration: 24000 elapsed time: 902.5180852413177 epsilon: 0.09880124935062468 action: 0 reward: 0.1 Q max: 3.047094 score: [9, 15524] location: pm7 mem_q_val: 47.03570448234677 y_batch: 47.96182380616665
iteration: 27000 elapsed time: 1015.3130266666412 epsilon: 0.09865139927569964 action: 0 reward: 0.1 Q max: 2.2609487 score: [9, 15524] location: pm7 mem_q_val: 56.02605622448027 y_batch: 58.90245523303747
iteration: 30000 elapsed time: 1127.38157081604 epsilon: 0.09850154920077461 action: 0 reward: 0.1 Q max: 0.59201294 score: [9, 15524] location: pm7 mem_q_val: 45.345505356788635 y_batch: 45.64484351873398
iteration: 33000 elapsed time: 1238.1906700134277 epsilon: 0.09835169912584957 action: 1 reward: 0.1 Q max: 0.24273092 score: [9, 15524] location: pm7 mem_q_val: 43.123767860233784 y_batch: 42.01006079465151
iteration: 36000 elapsed time: 1350.8862895965576 epsilon: 0.09820184905092454 action: 0 reward: 0.1 Q max: 1.6209341 score: [9, 15524] location: pm7 mem_q_val: 31.126481998711824 y_batch: 30.918717689812183
iteration: 39000 elapsed time: 1464.6480214595795 epsilon: 0.09805199897599949 action: 0 reward: 0.1 Q max: 0.5797693 score: [9, 15524] location: pm7 mem_q_val: 23.61167296860367 y_batch: 25.512225441634655
